Week,30 yr FRM,Year
3/30/1990,10.22,1990
4/6/1990,10.26,1990
4/13/1990,10.25,1990
4/20/1990,10.41,1990
4/27/1990,10.56,1990
5/4/1990,10.67,1990
5/11/1990,10.54,1990
5/18/1990,10.37,1990
5/25/1990,10.33,1990
6/1/1990,10.29,1990
6/8/1990,10.10,1990
6/15/1990,10.12,1990
6/22/1990,10.16,1990
6/29/1990,10.15,1990
7/6/1990,10.06,1990
7/13/1990,10.11,1990
7/20/1990,9.99,1990
7/27/1990,9.98,1990
8/3/1990,9.84,1990
8/10/1990,10.08,1990
8/17/1990,10.05,1990
8/24/1990,10.29,1990
8/31/1990,10.24,1990
9/7/1990,10.19,1990
9/14/1990,10.13,1990
9/21/1990,10.16,1990
9/28/1990,10.22,1990
10/5/1990,10.08,1990
10/12/1990,10.22,1990
10/19/1990,10.24,1990
10/26/1990,10.17,1990
11/2/1990,10.13,1990
11/9/1990,10.09,1990
11/16/1990,10.02,1990
11/23/1990,9.93,1990
11/30/1990,9.90,1990
12/7/1990,9.81,1990
12/14/1990,9.56,1990
12/21/1990,9.64,1990
12/28/1990,9.68,1990
1/4/1991,9.56,1991
1/11/1991,9.63,1991
1/18/1991,9.75,1991
1/25/1991,9.61,1991
2/1/1991,9.56,1991
2/8/1991,9.36,1991
2/15/1991,9.25,1991
2/22/1991,9.29,1991
3/1/1991,9.40,1991
3/8/1991,9.49,1991
3/15/1991,9.50,1991
3/22/1991,9.59,1991
3/29/1991,9.52,1991
4/5/1991,9.49,1991
4/12/1991,9.48,1991
4/19/1991,9.47,1991
4/26/1991,9.53,1991
5/3/1991,9.47,1991
5/10/1991,9.47,1991
5/17/1991,9.50,1991
5/24/1991,9.47,1991
5/31/1991,9.45,1991
6/7/1991,9.48,1991
6/14/1991,9.66,1991
6/21/1991,9.65,1991
6/28/1991,9.67,1991
7/5/1991,9.62,1991
7/12/1991,9.64,1991
7/19/1991,9.54,1991
7/26/1991,9.50,1991
8/2/1991,9.44,1991
8/9/1991,9.27,1991
8/16/1991,9.19,1991
8/23/1991,9.17,1991
8/30/1991,9.15,1991
9/6/1991,9.14,1991
9/13/1991,9.02,1991
9/20/1991,8.95,1991
9/27/1991,8.92,1991
10/4/1991,8.87,1991
10/11/1991,8.82,1991
10/18/1991,8.82,1991
10/25/1991,8.91,1991
11/1/1991,8.78,1991
11/8/1991,8.76,1991
11/15/1991,8.69,1991
11/22/1991,8.63,1991
11/29/1991,8.70,1991
12/6/1991,8.62,1991
12/13/1991,8.53,1991
12/20/1991,8.49,1991
12/27/1991,8.35,1991
1/3/1992,8.24,1992
1/10/1992,8.23,1992
1/17/1992,8.45,1992
1/24/1992,8.56,1992
1/31/1992,8.68,1992
2/7/1992,8.67,1992
2/14/1992,8.73,1992
2/21/1992,8.82,1992
2/28/1992,8.83,1992
3/6/1992,8.85,1992
3/13/1992,8.88,1992
3/20/1992,9.03,1992
3/27/1992,8.98,1992
4/3/1992,8.96,1992
4/10/1992,8.84,1992
4/17/1992,8.76,1992
4/24/1992,8.85,1992
5/1/1992,8.84,1992
5/8/1992,8.75,1992
5/15/1992,8.64,1992
5/22/1992,8.53,1992
5/29/1992,8.60,1992
6/5/1992,8.59,1992
6/12/1992,8.54,1992
6/19/1992,8.48,1992
6/26/1992,8.43,1992
7/3/1992,8.29,1992
7/10/1992,8.13,1992
7/17/1992,8.09,1992
7/24/1992,8.08,1992
7/31/1992,8.05,1992
8/7/1992,8.06,1992
8/14/1992,7.96,1992
8/21/1992,7.87,1992
8/28/1992,8.01,1992
9/4/1992,7.94,1992
9/11/1992,7.84,1992
9/18/1992,7.89,1992
9/24/1992,8.02,1992
10/2/1992,7.93,1992
10/9/1992,8.01,1992
10/16/1992,8.06,1992
10/23/1992,8.23,1992
10/30/1992,8.21,1992
11/6/1992,8.29,1992
11/13/1992,8.32,1992
11/20/1992,8.32,1992
11/27/1992,8.29,1992
12/4/1992,8.34,1992
12/11/1992,8.23,1992
12/18/1992,8.19,1992
12/25/1992,8.13,1992
12/31/1992,8.14,1992
1/8/1993,8.07,1993
1/15/1993,8.04,1993
1/22/1993,8.00,1993
1/29/1993,7.86,1993
2/5/1993,7.80,1993
2/12/1993,7.75,1993
2/19/1993,7.65,1993
2/26/1993,7.53,1993
3/5/1993,7.44,1993
3/12/1993,7.47,1993
3/19/1993,7.57,1993
3/26/1993,7.50,1993
4/2/1993,7.53,1993
4/9/1993,7.57,1993
4/16/1993,7.45,1993
4/23/1993,7.38,1993
4/30/1993,7.43,1993
5/7/1993,7.42,1993
5/14/1993,7.42,1993
5/21/1993,7.52,1993
5/28/1993,7.50,1993
6/4/1993,7.47,1993
6/11/1993,7.48,1993
6/18/1993,7.38,1993
6/25/1993,7.34,1993
7/2/1993,7.23,1993
7/9/1993,7.19,1993
7/16/1993,7.16,1993
7/23/1993,7.20,1993
7/30/1993,7.25,1993
8/6/1993,7.21,1993
8/13/1993,7.17,1993
8/20/1993,7.10,1993
8/27/1993,6.97,1993
9/3/1993,6.93,1993
9/10/1993,6.82,1993
9/17/1993,6.96,1993
9/24/1993,6.95,1993
10/1/1993,6.89,1993
10/8/1993,6.87,1993
10/15/1993,6.81,1993
10/22/1993,6.74,1993
10/29/1993,6.86,1993
11/5/1993,7.11,1993
11/12/1993,7.12,1993
11/19/1993,7.08,1993
11/26/1993,7.31,1993
12/4/1993,7.25,1993
12/10/1993,7.14,1993
12/17/1993,7.17,1993
12/24/1993,7.17,1993
12/31/1993,7.13,1993
1/7/1994,7.23,1994
1/14/1994,6.99,1994
1/21/1994,7.05,1994
1/28/1994,6.97,1994
2/4/1994,6.97,1994
2/11/1994,7.21,1994
2/18/1994,7.11,1994
2/25/1994,7.32,1994
3/4/1994,7.51,1994
3/11/1994,7.63,1994
3/18/1994,7.76,1994
3/25/1994,7.80,1994
4/1/1994,8.04,1994
4/8/1994,8.47,1994
4/15/1994,8.26,1994
4/22/1994,8.49,1994
4/29/1994,8.32,1994
5/6/1994,8.53,1994
5/13/1994,8.77,1994
5/20/1994,8.56,1994
5/27/1994,8.53,1994
6/3/1994,8.55,1994
6/10/1994,8.25,1994
6/17/1994,8.33,1994
6/24/1994,8.46,1994
7/1/1994,8.57,1994
7/8/1994,8.68,1994
7/15/1994,8.72,1994
7/22/1994,8.53,1994
7/29/1994,8.57,1994
8/5/1994,8.38,1994
8/12/1994,8.57,1994
8/19/1994,8.54,1994
8/26/1994,8.56,1994
9/2/1994,8.48,1994
9/9/1994,8.51,1994
9/16/1994,8.66,1994
9/23/1994,8.73,1994
9/30/1994,8.82,1994
10/7/1994,8.89,1994
10/14/1994,8.93,1994
10/21/1994,8.85,1994
10/28/1994,9.03,1994
11/4/1994,9.05,1994
11/11/1994,9.19,1994
11/18/1994,9.19,1994
11/25/1994,9.25,1994
12/2/1994,9.23,1994
12/9/1994,9.15,1994
12/16/1994,9.25,1994
12/23/1994,9.18,1994
12/30/1994,9.18,1994
1/6/1995,9.22,1995
1/13/1995,9.19,1995
1/20/1995,9.05,1995
1/27/1995,9.13,1995
2/3/1995,8.94,1995
2/10/1995,8.80,1995
2/17/1995,8.84,1995
2/24/1995,8.73,1995
3/3/1995,8.53,1995
3/10/1995,8.62,1995
3/17/1995,8.38,1995
3/24/1995,8.40,1995
3/31/1995,8.38,1995
4/7/1995,8.41,1995
4/14/1995,8.37,1995
4/21/1995,8.24,1995
4/28/1995,8.26,1995
5/5/1995,8.27,1995
5/12/1995,7.87,1995
5/19/1995,7.83,1995
5/26/1995,7.85,1995
6/2/1995,7.71,1995
6/9/1995,7.51,1995
6/16/1995,7.55,1995
6/23/1995,7.53,1995
6/30/1995,7.53,1995
7/7/1995,7.63,1995
7/14/1995,7.41,1995
7/21/1995,7.60,1995
7/28/1995,7.79,1995
8/4/1995,7.82,1995
8/11/1995,7.80,1995
8/18/1995,7.94,1995
8/25/1995,7.88,1995
9/1/1995,7.76,1995
9/8/1995,7.63,1995
9/15/1995,7.60,1995
9/22/1995,7.57,1995
9/29/1995,7.62,1995
10/6/1995,7.57,1995
10/13/1995,7.50,1995
10/20/1995,7.38,1995
10/27/1995,7.45,1995
11/3/1995,7.44,1995
11/9/1995,7.37,1995
11/17/1995,7.35,1995
11/24/1995,7.35,1995
12/1/1995,7.33,1995
12/8/1995,7.18,1995
12/15/1995,7.15,1995
12/22/1995,7.23,1995
12/29/1995,7.11,1995
1/5/1996,7.02,1996
1/12/1996,7.08,1996
1/19/1996,7.02,1996
1/26/1996,7.00,1996
2/2/1996,7.02,1996
2/9/1996,7.02,1996
2/16/1996,6.94,1996
2/23/1996,7.32,1996
3/1/1996,7.41,1996
3/8/1996,7.38,1996
3/15/1996,7.83,1996
3/22/1996,7.81,1996
3/29/1996,7.69,1996
4/5/1996,7.78,1996
4/12/1996,8.05,1996
4/19/1996,7.95,1996
4/26/1996,7.92,1996
5/3/1996,7.99,1996
5/10/1996,8.24,1996
5/17/1996,8.08,1996
5/24/1996,8.01,1996
5/31/1996,8.03,1996
6/7/1996,8.30,1996
6/14/1996,8.39,1996
6/21/1996,8.30,1996
6/28/1996,8.29,1996
7/5/1996,8.14,1996
7/12/1996,8.42,1996
7/19/1996,8.23,1996
7/26/1996,8.19,1996
8/2/1996,8.23,1996
8/9/1996,7.88,1996
8/16/1996,7.88,1996
8/23/1996,7.93,1996
8/30/1996,8.09,1996
9/6/1996,8.34,1996
9/13/1996,8.28,1996
9/20/1996,8.14,1996
9/27/1996,8.16,1996
10/4/1996,8.06,1996
10/11/1996,7.86,1996
10/18/1996,7.88,1996
10/25/1996,7.86,1996
11/1/1996,7.78,1996
11/8/1996,7.67,1996
11/15/1996,7.59,1996
11/22/1996,7.53,1996
11/29/1996,7.52,1996
12/6/1996,7.44,1996
12/13/1996,7.57,1996
12/20/1996,7.74,1996
12/27/1996,7.64,1996
1/3/1997,7.67,1997
1/10/1997,7.85,1997
1/17/1997,7.87,1997
1/24/1997,7.85,1997
1/31/1997,7.88,1997
2/7/1997,7.74,1997
2/14/1997,7.65,1997
2/21/1997,7.56,1997
2/28/1997,7.65,1997
3/7/1997,7.84,1997
3/14/1997,7.84,1997
3/21/1997,7.94,1997
3/28/1997,7.97,1997
4/4/1997,8.18,1997
4/11/1997,8.15,1997
4/18/1997,8.16,1997
4/25/1997,8.08,1997
5/2/1997,8.01,1997
5/9/1997,7.94,1997
5/16/1997,7.91,1997
5/23/1997,7.92,1997
5/30/1997,7.94,1997
6/6/1997,7.85,1997
6/13/1997,7.72,1997
6/20/1997,7.61,1997
6/27/1997,7.58,1997
7/4/1997,7.62,1997
7/11/1997,7.47,1997
7/18/1997,7.47,1997
7/25/1997,7.43,1997
8/1/1997,7.36,1997
8/8/1997,7.46,1997
8/15/1997,7.54,1997
8/22/1997,7.46,1997
8/29/1997,7.58,1997
9/5/1997,7.53,1997
9/12/1997,7.53,1997
9/19/1997,7.38,1997
9/26/1997,7.28,1997
10/3/1997,7.31,1997
10/10/1997,7.26,1997
10/17/1997,7.34,1997
10/24/1997,7.35,1997
10/31/1997,7.21,1997
11/7/1997,7.24,1997
11/14/1997,7.23,1997
11/21/1997,7.18,1997
11/28/1997,7.17,1997
12/5/1997,7.15,1997
12/12/1997,7.17,1997
12/19/1997,7.07,1997
12/26/1997,6.99,1997
1/2/1998,7.03,1998
1/9/1998,6.94,1998
1/16/1998,6.89,1998
1/23/1998,6.99,1998
1/30/1998,7.12,1998
2/6/1998,7.03,1998
2/13/1998,7.06,1998
2/20/1998,6.99,1998
2/28/1998,7.09,1998
3/6/1998,7.19,1998
3/13/1998,7.16,1998
3/20/1998,7.08,1998
3/27/1998,7.08,1998
4/3/1998,7.15,1998
4/10/1998,7.09,1998
4/17/1998,7.17,1998
4/24/1998,7.15,1998
5/1/1998,7.22,1998
5/8/1998,7.14,1998
5/15/1998,7.19,1998
5/22/1998,7.10,1998
5/29/1998,7.07,1998
6/5/1998,7.05,1998
6/12/1998,7.04,1998
6/19/1998,6.94,1998
6/26/1998,6.96,1998
7/3/1998,6.98,1998
7/10/1998,6.91,1998
7/17/1998,6.94,1998
7/24/1998,6.96,1998
7/31/1998,6.97,1998
8/7/1998,6.94,1998
8/14/1998,6.91,1998
8/21/1998,6.92,1998
8/28/1998,6.92,1998
9/4/1998,6.82,1998
9/11/1998,6.77,1998
9/18/1998,6.66,1998
9/25/1998,6.64,1998
10/2/1998,6.60,1998
10/9/1998,6.49,1998
10/16/1998,6.90,1998
10/23/1998,6.73,1998
10/30/1998,6.83,1998
11/6/1998,6.89,1998
11/13/1998,6.93,1998
11/20/1998,6.86,1998
11/27/1998,6.78,1998
12/4/1998,6.71,1998
12/11/1998,6.69,1998
12/18/1998,6.69,1998
12/25/1998,6.77,1998
12/31/1998,6.83,1998
1/8/1999,6.79,1999
1/15/1999,6.83,1999
1/22/1999,6.78,1999
1/29/1999,6.74,1999
2/5/1999,6.75,1999
2/12/1999,6.77,1999
2/19/1999,6.82,1999
2/26/1999,6.89,1999
3/5/1999,7.06,1999
3/12/1999,7.11,1999
3/19/1999,7.01,1999
3/26/1999,6.98,1999
4/2/1999,6.98,1999
4/9/1999,6.92,1999
4/16/1999,6.87,1999
4/23/1999,6.88,1999
4/30/1999,6.93,1999
5/7/1999,7.02,1999
5/14/1999,7.10,1999
5/21/1999,7.23,1999
5/28/1999,7.23,1999
6/4/1999,7.41,1999
6/11/1999,7.51,1999
6/18/1999,7.65,1999
6/25/1999,7.63,1999
7/2/1999,7.71,1999
7/9/1999,7.65,1999
7/16/1999,7.58,1999
7/23/1999,7.52,1999
7/30/1999,7.70,1999
8/6/1999,7.89,1999
8/13/1999,8.15,1999
8/20/1999,7.93,1999
8/27/1999,7.80,1999
9/3/1999,7.83,1999
9/10/1999,7.88,1999
9/17/1999,7.82,1999
9/24/1999,7.76,1999
10/1/1999,7.70,1999
10/8/1999,7.82,1999
10/15/1999,7.85,1999
10/22/1999,7.93,1999
10/29/1999,7.96,1999
11/5/1999,7.84,1999
11/12/1999,7.67,1999
11/19/1999,7.69,1999
11/26/1999,7.75,1999
12/3/1999,7.84,1999
12/10/1999,7.84,1999
12/17/1999,7.86,1999
12/24/1999,7.96,1999
12/31/1999,8.06,1999
1/7/2000,8.15,2000
1/14/2000,8.18,2000
1/21/2000,8.26,2000
1/28/2000,8.25,2000
2/4/2000,8.25,2000
2/11/2000,8.36,2000
2/18/2000,8.38,2000
2/25/2000,8.31,2000
3/3/2000,8.27,2000
3/10/2000,8.23,2000
3/17/2000,8.24,2000
3/24/2000,8.23,2000
3/31/2000,8.23,2000
4/7/2000,8.20,2000
4/14/2000,8.12,2000
4/21/2000,8.16,2000
4/28/2000,8.13,2000
5/5/2000,8.28,2000
5/12/2000,8.52,2000
5/19/2000,8.64,2000
5/26/2000,8.62,2000
6/2/2000,8.54,2000
6/9/2000,8.32,2000
6/16/2000,8.22,2000
6/23/2000,8.14,2000
6/30/2000,8.22,2000
7/7/2000,8.16,2000
7/14/2000,8.09,2000
7/21/2000,8.21,2000
7/28/2000,8.13,2000
8/4/2000,8.12,2000
8/11/2000,8.04,2000
8/18/2000,7.96,2000
8/25/2000,7.99,2000
9/1/2000,7.96,2000
9/8/2000,7.94,2000
9/15/2000,7.88,2000
9/22/2000,7.90,2000
9/29/2000,7.88,2000
10/6/2000,7.83,2000
10/13/2000,7.84,2000
10/20/2000,7.83,2000
10/27/2000,7.68,2000
11/3/2000,7.73,2000
11/10/2000,7.79,2000
11/17/2000,7.73,2000
11/24/2000,7.73,2000
12/1/2000,7.65,2000
12/8/2000,7.54,2000
12/15/2000,7.42,2000
12/22/2000,7.17,2000
12/29/2000,7.13,2000
1/5/2001,7.07,2001
1/12/2001,6.89,2001
1/19/2001,7.02,2001
1/26/2001,7.15,2001
2/2/2001,7.09,2001
2/9/2001,6.98,2001
2/16/2001,7.01,2001
2/23/2001,7.12,2001
3/2/2001,7.03,2001
3/9/2001,6.97,2001
3/16/2001,6.96,2001
3/23/2001,6.89,2001
3/30/2001,6.91,2001
4/6/2001,7.01,2001
4/13/2001,7.04,2001
4/20/2001,7.14,2001
4/27/2001,7.12,2001
5/4/2001,7.14,2001
5/11/2001,7.10,2001
5/18/2001,7.14,2001
5/25/2001,7.20,2001
6/1/2001,7.24,2001
6/8/2001,7.20,2001
6/15/2001,7.14,2001
6/22/2001,7.11,2001
6/29/2001,7.11,2001
7/6/2001,7.19,2001
7/13/2001,7.21,2001
7/20/2001,7.08,2001
7/27/2001,7.03,2001
8/3/2001,7.00,2001
8/10/2001,7.00,2001
8/17/2001,6.92,2001
8/24/2001,6.91,2001
8/31/2001,6.92,2001
9/7/2001,6.89,2001
9/14/2001,6.86,2001
9/21/2001,6.80,2001
9/28/2001,6.72,2001
10/5/2001,6.64,2001
10/12/2001,6.58,2001
10/19/2001,6.61,2001
10/26/2001,6.64,2001
11/2/2001,6.56,2001
11/9/2001,6.45,2001
11/16/2001,6.51,2001
11/23/2001,6.75,2001
11/30/2001,7.02,2001
12/7/2001,6.84,2001
12/14/2001,7.09,2001
12/21/2001,7.17,2001
12/28/2001,7.16,2001
1/4/2002,7.14,2002
1/11/2002,7.06,2002
1/18/2002,6.83,2002
1/25/2002,6.96,2002
2/1/2002,7.02,2002
2/8/2002,6.88,2002
2/15/2002,6.86,2002
2/22/2002,6.81,2002
3/1/2002,6.80,2002
3/8/2002,6.87,2002
3/15/2002,7.08,2002
3/22/2002,7.14,2002
3/29/2002,7.18,2002
4/5/2002,7.13,2002
4/12/2002,6.99,2002
4/19/2002,6.94,2002
4/26/2002,6.88,2002
5/3/2002,6.78,2002
5/10/2002,6.79,2002
5/17/2002,6.89,2002
5/24/2002,6.81,2002
5/31/2002,6.76,2002
6/7/2002,6.71,2002
6/14/2002,6.71,2002
6/21/2002,6.63,2002
6/28/2002,6.55,2002
7/5/2002,6.57,2002
7/12/2002,6.54,2002
7/19/2002,6.49,2002
7/26/2002,6.34,2002
8/2/2002,6.43,2002
8/9/2002,6.31,2002
8/16/2002,6.22,2002
8/23/2002,6.27,2002
8/30/2002,6.22,2002
9/6/2002,6.15,2002
9/13/2002,6.18,2002
9/20/2002,6.05,2002
9/27/2002,5.99,2002
10/4/2002,6.01,2002
10/11/2002,5.98,2002
10/18/2002,6.15,2002
10/25/2002,6.31,2002
11/1/2002,6.13,2002
11/8/2002,6.11,2002
11/15/2002,5.94,2002
11/22/2002,6.03,2002
11/29/2002,6.13,2002
12/6/2002,6.19,2002
12/13/2002,6.04,2002
12/20/2002,6.03,2002
12/27/2002,5.93,2002
1/3/2003,5.85,2003
1/10/2003,5.95,2003
1/17/2003,5.97,2003
1/24/2003,5.91,2003
1/31/2003,5.90,2003
2/7/2003,5.88,2003
2/14/2003,5.86,2003
2/21/2003,5.84,2003
2/28/2003,5.79,2003
3/7/2003,5.67,2003
3/14/2003,5.61,2003
3/21/2003,5.79,2003
3/28/2003,5.91,2003
4/4/2003,5.79,2003
4/11/2003,5.85,2003
4/18/2003,5.82,2003
4/25/2003,5.79,2003
5/2/2003,5.70,2003
5/9/2003,5.62,2003
5/16/2003,5.45,2003
5/23/2003,5.34,2003
5/30/2003,5.31,2003
6/6/2003,5.26,2003
6/13/2003,5.21,2003
6/20/2003,5.21,2003
6/27/2003,5.24,2003
7/4/2003,5.40,2003
7/11/2003,5.52,2003
7/18/2003,5.67,2003
7/25/2003,5.94,2003
8/1/2003,6.14,2003
8/8/2003,6.34,2003
8/15/2003,6.24,2003
8/22/2003,6.28,2003
8/29/2003,6.32,2003
9/5/2003,6.44,2003
9/12/2003,6.16,2003
9/19/2003,6.01,2003
9/26/2003,5.98,2003
10/3/2003,5.77,2003
10/10/2003,5.95,2003
10/17/2003,6.05,2003
10/24/2003,6.05,2003
10/31/2003,5.94,2003
11/7/2003,5.98,2003
11/14/2003,6.03,2003
11/21/2003,5.83,2003
11/28/2003,5.89,2003
12/5/2003,6.02,2003
12/12/2003,5.88,2003
12/19/2003,5.82,2003
12/26/2003,5.81,2003
12/31/2003,5.85,2003
1/8/2004,5.87,2004
1/15/2004,5.66,2004
1/22/2004,5.64,2004
1/29/2004,5.68,2004
2/5/2004,5.72,2004
2/12/2004,5.66,2004
2/19/2004,5.58,2004
2/26/2004,5.58,2004
3/4/2004,5.59,2004
3/11/2004,5.41,2004
3/18/2004,5.38,2004
3/25/2004,5.40,2004
4/1/2004,5.52,2004
4/8/2004,5.79,2004
4/15/2004,5.89,2004
4/22/2004,5.94,2004
4/29/2004,6.01,2004
5/6/2004,6.12,2004
5/13/2004,6.34,2004
5/20/2004,6.30,2004
5/27/2004,6.32,2004
6/3/2004,6.28,2004
6/10/2004,6.30,2004
6/17/2004,6.32,2004
6/24/2004,6.25,2004
7/1/2004,6.21,2004
7/8/2004,6.01,2004
7/15/2004,6.00,2004
7/22/2004,5.98,2004
7/29/2004,6.08,2004
8/5/2004,5.99,2004
8/12/2004,5.85,2004
8/19/2004,5.81,2004
8/26/2004,5.82,2004
9/2/2004,5.77,2004
9/9/2004,5.83,2004
9/16/2004,5.75,2004
9/23/2004,5.70,2004
9/30/2004,5.72,2004
10/7/2004,5.82,2004
10/14/2004,5.74,2004
10/21/2004,5.69,2004
10/28/2004,5.64,2004
11/4/2004,5.70,2004
11/11/2004,5.76,2004
11/18/2004,5.74,2004
11/24/2004,5.72,2004
12/2/2004,5.81,2004
12/9/2004,5.71,2004
12/16/2004,5.68,2004
12/22/2004,5.75,2004
12/29/2004,5.81,2004
1/6/2005,5.77,2005
1/13/2005,5.74,2005
1/20/2005,5.67,2005
1/27/2005,5.66,2005
2/3/2005,5.63,2005
2/10/2005,5.57,2005
2/17/2005,5.62,2005
2/24/2005,5.69,2005
3/3/2005,5.79,2005
3/10/2005,5.85,2005
3/17/2005,5.95,2005
3/24/2005,6.01,2005
3/31/2005,6.04,2005
4/7/2005,5.93,2005
4/14/2005,5.91,2005
4/21/2005,5.80,2005
4/28/2005,5.78,2005
5/5/2005,5.75,2005
5/12/2005,5.77,2005
5/19/2005,5.71,2005
5/26/2005,5.65,2005
6/2/2005,5.62,2005
6/9/2005,5.56,2005
6/16/2005,5.63,2005
6/23/2005,5.57,2005
6/30/2005,5.53,2005
7/7/2005,5.62,2005
7/14/2005,5.66,2005
7/21/2005,5.73,2005
7/28/2005,5.77,2005
8/4/2005,5.82,2005
8/11/2005,5.89,2005
8/18/2005,5.80,2005
8/25/2005,5.77,2005
9/1/2005,5.71,2005
9/8/2005,5.71,2005
9/15/2005,5.74,2005
9/22/2005,5.80,2005
9/29/2005,5.91,2005
10/6/2005,5.98,2005
10/13/2005,6.03,2005
10/20/2005,6.10,2005
10/27/2005,6.15,2005
11/3/2005,6.31,2005
11/10/2005,6.36,2005
11/17/2005,6.37,2005
11/23/2005,6.28,2005
12/1/2005,6.26,2005
12/8/2005,6.32,2005
12/15/2005,6.30,2005
12/22/2005,6.26,2005
12/29/2005,6.22,2005
1/5/2006,6.21,2006
1/12/2006,6.15,2006
1/19/2006,6.10,2006
1/26/2006,6.12,2006
2/2/2006,6.23,2006
2/9/2006,6.24,2006
2/16/2006,6.28,2006
2/23/2006,6.26,2006
3/2/2006,6.24,2006
3/9/2006,6.37,2006
3/16/2006,6.34,2006
3/23/2006,6.32,2006
3/30/2006,6.35,2006
4/6/2006,6.43,2006
4/13/2006,6.49,2006
4/20/2006,6.53,2006
4/27/2006,6.58,2006
5/4/2006,6.59,2006
5/11/2006,6.58,2006
5/18/2006,6.60,2006
5/25/2006,6.62,2006
6/1/2006,6.67,2006
6/8/2006,6.62,2006
6/15/2006,6.63,2006
6/22/2006,6.71,2006
6/29/2006,6.78,2006
7/6/2006,6.79,2006
7/13/2006,6.74,2006
7/20/2006,6.80,2006
7/27/2006,6.72,2006
8/3/2006,6.63,2006
8/10/2006,6.55,2006
8/17/2006,6.52,2006
8/24/2006,6.48,2006
8/31/2006,6.44,2006
9/7/2006,6.47,2006
9/14/2006,6.43,2006
9/21/2006,6.40,2006
9/28/2006,6.31,2006
10/5/2006,6.30,2006
10/12/2006,6.37,2006
10/19/2006,6.36,2006
10/26/2006,6.40,2006
11/2/2006,6.31,2006
11/9/2006,6.33,2006
11/16/2006,6.24,2006
11/22/2006,6.18,2006
11/30/2006,6.14,2006
12/7/2006,6.11,2006
12/14/2006,6.12,2006
12/21/2006,6.13,2006
12/28/2006,6.18,2006
1/4/2007,6.18,2007
1/11/2007,6.21,2007
1/18/2007,6.23,2007
1/25/2007,6.25,2007
2/1/2007,6.34,2007
2/8/2007,6.28,2007
2/15/2007,6.30,2007
2/22/2007,6.22,2007
3/1/2007,6.18,2007
3/8/2007,6.14,2007
3/15/2007,6.14,2007
3/22/2007,6.16,2007
3/29/2007,6.16,2007
4/5/2007,6.17,2007
4/12/2007,6.22,2007
4/19/2007,6.17,2007
4/26/2007,6.16,2007
5/3/2007,6.16,2007
5/10/2007,6.15,2007
5/17/2007,6.21,2007
5/24/2007,6.37,2007
5/31/2007,6.42,2007
6/7/2007,6.53,2007
6/14/2007,6.74,2007
6/21/2007,6.69,2007
6/28/2007,6.67,2007
7/5/2007,6.63,2007
7/12/2007,6.73,2007
7/19/2007,6.73,2007
7/26/2007,6.69,2007
8/2/2007,6.68,2007
8/9/2007,6.59,2007
8/16/2007,6.62,2007
8/23/2007,6.52,2007
8/30/2007,6.45,2007
9/6/2007,6.46,2007
9/13/2007,6.31,2007
9/20/2007,6.34,2007
9/27/2007,6.42,2007
10/4/2007,6.37,2007
10/11/2007,6.40,2007
10/18/2007,6.40,2007
10/25/2007,6.33,2007
11/1/2007,6.26,2007
11/8/2007,6.24,2007
11/15/2007,6.24,2007
11/21/2007,6.20,2007
11/29/2007,6.10,2007
12/6/2007,5.96,2007
12/13/2007,6.11,2007
12/20/2007,6.14,2007
12/27/2007,6.17,2007
1/3/2008,6.07,2008
1/10/2008,5.87,2008
1/17/2008,5.69,2008
1/24/2008,5.48,2008
1/31/2008,5.68,2008
2/7/2008,5.67,2008
2/14/2008,5.72,2008
2/21/2008,6.04,2008
2/28/2008,6.24,2008
3/6/2008,6.03,2008
3/13/2008,6.13,2008
3/20/2008,5.87,2008
3/27/2008,5.85,2008
4/3/2008,5.88,2008
4/10/2008,5.88,2008
4/17/2008,5.88,2008
4/24/2008,6.03,2008
5/1/2008,6.06,2008
5/8/2008,6.05,2008
5/15/2008,6.01,2008
5/22/2008,5.98,2008
5/29/2008,6.08,2008
6/5/2008,6.09,2008
6/12/2008,6.32,2008
6/19/2008,6.42,2008
6/26/2008,6.45,2008
7/3/2008,6.35,2008
7/10/2008,6.37,2008
7/17/2008,6.26,2008
7/24/2008,6.63,2008
7/31/2008,6.52,2008
8/7/2008,6.52,2008
8/14/2008,6.52,2008
8/21/2008,6.47,2008
8/28/2008,6.40,2008
9/4/2008,6.35,2008
9/11/2008,5.93,2008
9/18/2008,5.78,2008
9/25/2008,6.09,2008
10/2/2008,6.10,2008
10/9/2008,5.94,2008
10/16/2008,6.46,2008
10/23/2008,6.04,2008
10/30/2008,6.46,2008
11/6/2008,6.20,2008
11/13/2008,6.14,2008
11/20/2008,6.04,2008
11/26/2008,5.97,2008
12/4/2008,5.53,2008
12/11/2008,5.47,2008
12/18/2008,5.19,2008
12/24/2008,5.14,2008
12/31/2008,5.10,2008
1/8/2009,5.01,2009
1/15/2009,4.96,2009
1/22/2009,5.12,2009
1/29/2009,5.10,2009
2/5/2009,5.25,2009
2/12/2009,5.16,2009
2/19/2009,5.04,2009
2/26/2009,5.07,2009
3/5/2009,5.15,2009
3/12/2009,5.03,2009
3/19/2009,4.98,2009
3/26/2009,4.85,2009
4/2/2009,4.78,2009
4/9/2009,4.87,2009
4/16/2009,4.82,2009
4/23/2009,4.80,2009
4/30/2009,4.78,2009
5/7/2009,4.84,2009
5/14/2009,4.86,2009
